Genome	EHI01384	EHI01307	EHI01308	EHI01309	EHI01296	EHI01289	EHI01318	EHI01303	EHI01280	EHI01294	EHI01287	EHI01302	EHI01319	EHI01311	EHI01299	EHI01327	EHI01290	EHI01312	EHI01291	EHI01298	EHI01306	EHI01315	EHI01385	EHI01283	EHI01383	EHI01288	EHI01382	EHI01313	EHI01284	EHI01281	EHI01285	EHI01320	EHI01323	EHI01301	EHI01304	EHI01314	EHI01381	EHI01316	EHI01300	EHI01329	EHI01324	EHI01295	EHI01330	EHI01292	EHI01286	EHI01325	EHI01297	EHI01332	EHI01317	EHI01331	EHI01310	EHI01322	EHI01282	EHI01321	EHI01326	EHI01305	EHI01293	EHI01328
EHA01883_bin.7	24	64263	18	63	2778	23676	49	1159	32368	5589	37017	1184	53	29	33377	22194	54	57	40	32550	17	425281	36366	7562	60	63251	257376	12790	1890	32	145	5	30942	45818	6318	162	372	4292	25	125	8445	40	30943	30	467	58	51	83	4044	9715	133	45	101	30035	2900	86	4	44
EHA01884_bin.14	30886	10322	18647	56238	21275	20592	16983	9844	102635	25588	55944	23424	39455	198901	21827	20651	29134	265221	25498	50891	18404	37945	154323	24747	52623	16349	15249	56660	9007	46957	33747	113531	40407	22129	9928	44016	159777	25298	16338	21884	38537	17943	60510	38771	18810	12824	35562	21053	61765	10764	16691	113717	29690	98012	27827	71812	5834	19633
EHA01884_bin.15	87837	20563	138131	274781	78941	42110	49843	9845	66314	26220	25763	69366	37784	219192	73127	144264	28439	264464	129967	66408	315823	9202	161661	111457	249933	34445	26790	104316	64903	161849	29085	167008	100710	71956	26776	73184	25302	31792	96415	88873	125035	81559	28587	59601	13633	33871	73991	98761	65729	25622	82552	199539	90416	547143	101980	118906	32778	130742
EHA01884_bin.7	3906	234418	330	548203	125213	143076	68888	456	120903	236231	85277	166988	360969	1970	67736	446388	9566	19504	541	1044797	70	327123	253399	168221	1651	800060	32450	346627	1191	44436	118535	789	237180	209013	116667	3718	845819	198252	205	26599	401718	281	1095700	11720	2764	331	1158148	176990	4919	418823	50944	5192	83899	801575	252970	21244	20278	635810
EHA01885_bin.16	71230	16254	15714	25715	14601	19742	19502	4831	41781	33909	38342	27374	64727	278632	41781	35347	17811	196846	4515	56884	74045	20730	20115	52439	139176	10967	21203	56759	6130	122707	97063	124965	46674	43745	6945	11302	65823	31164	48928	20056	36880	10825	36292	34471	9368	39075	54545	31547	133932	24103	55524	54313	45452	196347	32741	71315	4932	32064
EHA01885_bin.18	15460	5211	6833	20160	12267	4989	8504	2789	18192	6404	3219	6281	2849	6633	11004	13286	2601	1017	11189	18501	48953	2310	20876	19933	27150	3988	3495	34353	25550	5243	9168	7447	14697	11580	5579	6161	13157	10836	10988	17744	16352	8025	4288	19759	11788	4244	18754	13298	4594	7950	20823	22098	10425	52984	14335	8617	2058	13460
EHA01885_bin.19	176962	83914	127185	332341	104529	93139	153145	39871	102492	83469	105316	92496	120195	9814	154290	153463	61449	118838	78240	314196	85085	10608	201157	108652	125856	51831	52003	188981	50313	46859	181751	36810	213433	194000	53292	111330	67949	86994	142487	403282	160607	175194	7245	257014	90693	50103	100600	230231	110269	36168	535092	820311	107107	603901	108632	98973	44414	189462
EHA01885_bin.4	90310	275638	168634	1806091	122396	438015	480435	5879	813159	351647	170457	231535	30212	39713	656482	1388641	33986	645	23065	1420770	77704	48357	310635	275782	31725	820675	62204	505638	73565	57058	36637	80889	2266751	1090089	134594	87660	7674	164702	190392	1224840	324049	292314	708995	14569	1733063	67586	266241	945401	178171	432413	454234	3938141	157433	1589811	374539	216145	30635	1068704
EHA01885_bin.6	118795	440020	97882	139405	766526	90978	576331	40837	86925	497966	12840	497732	62289	23570	643708	958395	52104	488	14895	1297850	45578	31318	130304	731157	44328	137928	403003	1274808	80380	143043	458587	151553	811414	889415	46219	90298	8863	329337	60410	881253	1297597	96672	84029	70349	123837	237705	773025	1418424	60351	435449	1394915	184845	690507	2781919	881177	142909	45306	1246916
EHA01886_bin.10	1040	2124	227	9421	6054	1842	8636	175	346	6277	8191	2613	21260	4681	812	2110	367	160389	5419	2863	4261	426	1958	680	2017	961	2886	511	5614	2796	1706	4014	2495	2681	129	1101	59	3545	5198	11177	1461	1090	678	2100	859	1104	3721	3414	21280	774	807	48892	1396	5937	4570	10606	103	19296
EHA01886_bin.11	1581	2101	962	1780	5307	80888	1679	1104	10041	3981	4919	73210	2634	10802	2001	2720	3442	255674	1713	4676	6362	2279	186076	5262	20188	1439	4005	4551	1129	1746	5041	2960	1393	4325	6526	2713	155125	2407	901	1771	5088	757	14255	8992	703	3001	3347	1950	2697	3199	2873	2877	1808	18391	4873	2705	771	3174
EHA01886_bin.13	17927	2849	21773	10598	6244	16760	29037	1430	27962	36857	14003	8014	9013	24207	15375	10255	22543	59854	2013	9766	36682	4945	6382	9511	17244	10647	34766	30310	4832	15368	24619	12860	16580	27583	5888	3660	10425	29619	8523	15369	8223	16677	4211	13318	3359	4483	16219	13877	24812	4293	3509	37208	15262	71780	7310	42857	827	5903
EHA01886_bin.14	248081	125418	302090	509106	206474	205732	171109	196310	229592	221807	223122	728550	137236	26613	798000	414728	175108	2911485	268854	369429	277632	21516	459705	277693	372288	208057	103577	337014	131082	118044	430682	92041	659034	313414	143006	261204	109037	127539	315554	494671	261170	205722	23364	664209	197816	161358	295578	282264	216801	390051	236477	1029252	311336	921079	239681	161220	121806	691325
EHA01886_bin.16	71760	4911	3868	2469	4453	805	1440	1221	9878	317	47804	2478	2474	2706	460	3451	123	321121	5706	4204	8100	22922	24718	72	37127	69	821	2290	1177	4270	232	57042	6429	5640	41	6061	1091	542	27597	2059	3075	7521	1884	789	1436	3266	3402	13509	2422	171	501	11156	1503	8937	626	2677	272	1169
EHA01886_bin.18	38639	9250	7761	7424	8912	25203	21735	3237	30679	22115	22123	6095	25577	33329	16839	18573	52836	1365166	7043	38462	130824	13824	39622	24228	77641	4661	19460	28486	6600	17479	23510	27810	26992	49812	4938	9578	48762	25342	50640	20568	26759	8133	12850	10240	7806	52979	49724	32952	134455	15152	4286	34469	29718	123121	14054	32053	3862	14679
EHA01886_bin.1	2754	73211	608	64343	51942	13628	2167	373	65035	55099	41813	46263	4234	2345	33505	247329	39855	276741	763	73238	15	28140	23102	39405	10362	89859	45687	21439	9221	3472	14405	977	53044	26349	27892	33179	71546	29807	7	48517	44026	9565	18757	158	326632	251	2456	5931	831	59248	11201	50784	30607	332508	53030	1666	596	1338
EHA01886_bin.2	495	69	227	27110	709	281	1498	39	400	1049	312	1662	240	516	405	183	267	569925	45	217	375	33001	2601	429	240	19194	64471	637	274	166	377	434	5787	23738	46	208	404	11753	559	22045	151	24955	383	162	9752	203	7920	1489	427	337	6947	158458	171	1046	313	530	32	104994
EHA01886_bin.3	83041	6824	7629	16501	19488	578411	9201	10561	47527	9844	11405	60088	9077	27560	24961	15252	130467	3651478	8397	36576	32356	689342	246682	26776	21966	10751	634376	11294	37432	17913	16748	1643313	46652	7996	22129	10404	54263	6650	11714	15465	29586	10362	818797	7696	24915	14412	22977	51050	9197	9439	19087	28247	12297	46030	12549	12946	2383	28221
EHA01886_bin.5	24783	7283	24013	37912	15381	21102	5430	6717	47143	28340	51809	14953	33353	4868	19391	20038	19050	329296	51854	12517	3559	152500	106982	12021	52940	11360	14954	71220	50983	9108	36627	29101	16663	19745	17401	83068	38285	45606	63114	27074	22187	12983	13313	111378	12383	6540	31551	7014	131363	4921	17602	165923	24309	26284	17533	39966	13708	36469
EHA01886_bin.6	2159	1680	333	406	1202	24641	4822	6389	24882	7190	6645	32514	6860	6978	2035	4486	1904	63117	116	13550	7556	9799	27390	2120	90850	309	12796	5811	291	15775	3946	4522	3934	6578	12118	1510	31518	3810	2601	476	26354	3139	13738	12082	556	19200	6263	5643	7453	20340	47153	1756	5588	21591	4025	7613	803	8152
EHA01886_bin.7	57271	8071	5179	11184	6479	9039	12620	1454	15183	20102	27248	2839	53545	255400	32676	17986	7182	37878	686	34283	55388	5013	1266	31827	111817	3591	7089	35856	1940	117957	73909	105025	36066	27618	2595	2394	9726	16713	37705	7657	16450	3372	21078	18494	3586	25720	40384	21090	119483	9669	19693	25224	26167	139833	19195	54356	3714	15246
EHA01886_bin.8	1982	889	210	3236	45	72	45	1216	120	5	1522	11	219	138	13	154	24	316586	49	40	2113	1130	172	51	92	2	26	83	43578	415	48	7607	62	7340	32	44517	102	17	43739	185	52	792	56	53	21	22	60	277	4758	19	12	3395	20	1035	136	112	35	33
EHA01887_bin.10	249	1380	263	10044	2756	295	9755	923	1431	35956	110	4781	282	469	2573	2169	948	297	152	12489	163	504	438	6129	304	4376	480	15213	490	283	1287	1373	5203	4286	199	361	989	5801	172	7237	4273	1782	440	1389	2634	1084	5335	2940	747	1462	6502	4055	2828	17095	7597	773	84	4078
EHA01887_bin.13	16308	31300	16598	23972	24703	57048	12230	1675	39848	20393	7194	17083	63004	5339	17181	20079	22182	246	4847	52517	83734	13093	100894	62279	82090	4809	26583	56955	11630	30403	65108	41805	17587	44021	19048	15707	9509	51998	14824	10944	19358	5180	116174	11276	9206	15687	18572	16591	77645	35467	11155	8834	19595	107465	17889	24711	23341	15937
EHA01887_bin.17	10539	27471	7808	36246	52673	59325	10815	1015	75597	21319	11674	37614	81340	54853	19176	23388	2987	2405	1575	18499	48797	5443	1031	72674	154262	2429	11246	100957	901	98892	39665	123593	5370	51219	6507	1730	18731	36151	20143	16986	81306	28034	13385	3242	11348	25263	41644	21960	48015	39534	20775	16085	25510	137952	22310	91935	9590	24956
EHA01887_bin.23	828	203	463	10012	904	1949	480	2936	1698	387	459	1564	645	6	952	750	330	21	1690	1399	1197	27	2950	657	71	14187	164	291438	460	141	299	113	1503	664	250	354	123	502	359	272498	363	3290	208	4567	3866	200	1249	998	725	162	89	16829	1594	2426	541	595	276	3084
EHA01887_bin.28	3990	9338	7678	10318	1516	9366	896	8	4120	2034	16470	673	8947	66	2156	12511	224	0	3	19981	13242	24	1296	11511	16767	3407	439	61487	6	19	2668	237	6262	9508	129	63	66	11900	4016	21331	9174	7755	5003	72	4547	2383	3986	1118	7196	5971	123	25612	4550	80191	3305	27007	323	33645
EHA01887_bin.29	135320	73025	200842	121392	138755	149414	117618	46501	203941	76996	79431	123156	137829	26859	209144	179606	97967	1219	97143	157100	362788	15127	164936	176519	264265	43450	118405	218995	99954	121895	102578	41914	130122	122334	112002	158812	19725	41566	190228	169039	136737	102314	21721	299603	74478	81461	102611	206777	84382	40756	17939	306320	157764	367851	143915	140639	152243	152165
EHA01887_bin.31	5751	8614	11191	61214	25636	4656	4290	1165	5699	8655	1633	7333	3351	16437	16616	18589	2198	24794	11602	27092	22445	706	10844	18628	20537	7889	1981	39758	4616	12142	2314	12933	21329	11908	2155	6303	1885	12387	43524	18338	22393	13648	47888	9185	43096	6193	30976	9397	5195	9392	4884	43834	15810	56645	20559	9109	2643	42133
EHA01887_bin.32	9800	8284	13365	16773	18994	11168	19189	6510	18133	12887	6821	33196	28831	5582	23697	25478	13237	42	13744	36945	21038	1875	41314	12700	15160	5420	7800	30810	14121	30081	31269	13218	22059	19267	6195	12950	5784	10652	36500	34560	11973	25093	6342	22931	29348	10227	31849	22395	36804	12789	18890	126817	15626	47440	15734	14556	35774	44865
EHA01887_bin.39	19725	39007	30834	186800	65640	19664	53564	5701	29809	47775	17275	77796	12610	3530	82235	99586	13063	15640	22603	157750	28063	2128	36968	85825	20680	27539	17286	208780	11365	11904	24188	8609	61553	53913	15508	16433	7353	43651	43192	103321	57016	46320	7714	29731	130145	10369	61896	117318	12806	35624	27849	186051	99676	236498	63913	15155	11365	134345
EHA01887_bin.43	17471	5320	23769	10709	9426	19583	22040	3376	36333	33648	16452	9439	12635	25477	12080	13484	25168	31511	3883	13479	36903	12951	13158	15599	15988	14647	36255	63526	10160	10240	27951	15877	13633	36938	7682	9754	15768	26482	11094	22112	12222	24557	7039	20836	5641	6061	18931	12770	26056	5838	4945	35508	21917	74422	11760	44478	2181	12147
EHA01887_bin.4	15468	5724	40136	8408	20564	33906	9705	1307	27357	251383	7252	3876182	8357	13304	13894	11386	10348	448	10401	30462	20750	4991	35083	1461592	11606	3641	17720	576012	17069	24060	5881	30910	13300	7249	14932	25424	3188	5214	18769	6186	10211	3601	16302	3652	6582	10223	3210	10927	15420	11369	15672	13046	12920	36882	19584	11168	10878	9782
EHA01887_bin.5	179	1672	7478	1	389	1265	26	15	2171	5562	936	719	1113	1165	172	10540	644	0	0	553	446	125	3227	1393	0	807	96	436448	1022	2670	3645	996	2089	146	164	620	243219	13	6	81	2413	75	8544	469	41142	859	523	92	429	175	20108	14449	2899	3842	947	725	1119	4847
EHA01888_bin.10	1290	1727	951	6554	3961	726	19628	2782	2952	67177	162	8657	751	1422	2464	2341	2886	196	547	11501	457	636	1408	6077	817	5332	1496	5699	1146	879	2600	4627	4226	2875	433	1992	490	44696	420	5757	6385	1723	177	9122	3775	2811	5210	4998	2565	1955	4428	5761	5477	32158	13610	1506	259	4255
EHA01888_bin.16	48987	40056	21245	83900	88514	14340	22098	12487	59012	17413	11964	23118	15987	10104	41546	86177	24947	1503	22822	115784	21248	5088	90453	162184	57295	53185	5312	89068	8989	10570	28202	8899	88011	32109	13064	12252	24835	68175	38274	162105	53069	24417	9390	132302	43366	8424	59987	45363	21368	33715	51367	54592	88568	195545	207801	22013	4741	71790
EHA01888_bin.4	186512	125713	7004470	14945	3173417	15371	1866726	15328	17833	2296265	2602	3848631	132218	16460	3701535	612789	10513	28	43273	5397135	2183381	2330	11521	3956269	4560	7784	9871	1664979	1472318	694192	122419	90213	392288	18734	6614	3300128	1240	981242	149934	9527	2336581	51042	9367	35505	11374	1187337	5659	2008352	52889	627114	6181741	29902	3629112	4702857	2796375	940406	39181	1867262
EHA01889_bin.12	510	1970	579	7831	4642	676	39330	2160	2661	83546	137	10178	553	1162	2801	2994	2450	247	374	14054	414	436	949	5535	724	6333	1091	6802	907	690	2202	3660	4826	3545	353	1005	540	12668	283	6641	7384	2016	225	3885	3475	2245	5730	5386	1647	2449	5745	5838	6351	26154	15901	1319	229	4376
EHA01889_bin.13	34265	45021	26854	24270	132361	31982	81996	5589	34263	75713	8339	51585	20560	9088	46754	45672	9824	3429	11903	65886	31159	8198	22283	134946	14387	9075	14278	125176	15220	21492	24187	25008	55572	47119	13452	26653	4874	25884	29071	46594	49320	37016	39874	15231	23047	15651	20386	91552	41930	32288	62385	31018	72920	228841	101822	40291	8182	38972
EHA01889_bin.14	25006	5924	7532	16689	18853	9986	29716	5332	42172	10406	5763	6308	6933	11815	17240	11816	4488	355	8182	24476	19690	4584	30459	17305	66046	8856	7427	31238	7442	9877	11815	32211	20538	16509	9636	9760	26475	10185	19690	13492	11934	6663	7002	37697	11055	6108	32126	23767	8586	17368	6704	44199	19203	48785	15763	17194	3794	11450
EHA01889_bin.21	80167	80451	88664	245831	135050	58573	172963	22919	88845	111047	66623	169692	60081	5613	175752	194121	56325	48139	65272	370926	77061	5654	139525	146025	99368	49293	43602	404883	34830	31549	91548	18133	180128	140128	48707	55948	31271	98290	119619	306003	128113	121643	12214	133597	275620	34276	120912	348922	51693	59924	145497	587014	202640	503493	123216	55857	31201	329095
EHA01889_bin.7	3916	17787	7123	45888	23732	1164	48243	1109	8580	19375	1312	60156	2665	10596	17912	32433	2281	40540	2416	166747	8165	12844	4579	36591	6077	11236	1483	27204	1879	4948	8658	3841	44736	72889	1867	1500	4858	21579	4601	7779	29330	28255	667	6979	31652	4072	27826	83234	2712	62248	32153	103679	23916	89017	48812	7220	954	16346
EHA01890_bin.13	90	14578	143	30	1286	16	19858	1190	735	9548	7	99	55	12	2972	5988	137	38	31	18801	10	40	18	6314	2	265	5	20001	55	4	110	18	6058	13659	5	31	0	18839	111	33	18734	193	640	7	62	154	7337	22283	86	7546	25	178	17081	116925	16590	104	2	2942
EHA01890_bin.14	3204	24922	1176	9566	27441	8821	13601	1229	14215	28411	1192	20330	10616	9355	10945	19610	983	868	3354	36559	28445	5489	5745	31376	13552	9794	21682	27719	1148	1220	4326	2923	19497	34205	1230	1289	2733	21855	1919	44516	15337	21453	5705	2238	29262	9772	31860	19393	1709	13140	20366	6197	19378	166171	18124	10243	253	58349
EHA01890_bin.17	30583	132164	60967	89227	78532	188002	55867	1584	122327	87246	21007	32012	14144	5694	68595	65962	22953	221	16205	179751	56600	6208	279919	226930	9403	16169	6839	129876	23366	30326	10327	30914	53954	176905	56739	44732	2266	245443	38877	36700	54589	21860	396660	9259	26786	18373	34016	66839	221857	61964	34388	48595	75785	476243	70668	43616	9467	68115
EHA01890_bin.19	0	28499	2	3	63718	9077	8	771	12340	130850	12624	20808	43	12	15312	516416	21	3	5	16757	0	168465	12216	124368	12	39987	101200	150912	671	43	49	0	483904	25752	2592	44	3195	4997	0	32	66307	6	12562	5	26	1	69	17	1495	155801	12	3	2	686008	59954	6	2	7
EHA01890_bin.20	5722	10098	791	34	29613	51619	12814	12243	76016	45253	487	14324	9729	584	25	95	26014	54	725	111	337136	168	106	108609	153	23	20785	39926	7892	529	17835	661	105	1484	42162	3179	591	2415	671	95	503	45	405	64121	15	55125	480	7530	36620	54613	21	107	102	212711	1581	15084	2199	82
EHA01890_bin.28	15523	50263	4305	16104	11805	23414	8541	2056	14744	26964	17474	43372	35383	11704	21060	67281	9319	11766	1890	33560	125102	5599	5935	186046	10943	1272	16302	100950	3836	6650	26427	7307	21399	168449	4426	4077	11480	32936	51459	4712	38024	2788	9253	8937	5911	8607	63841	38777	13326	84781	1578	16661	57722	304932	30639	45165	631	125185
EHA01890_bin.31	351	10211	62	73	821	276	1216	34	466	4315	167	2160	302	63911	2268	12550	223	63	72	54939	47004	4668	405	16301	19074	348	482	47608	26	41685	31983	38586	131	1864	61	80	26816	17590	1555	1977	16141	48	5842	160	1563	9774	11729	5295	347	15454	90	553	12182	198659	26069	42879	787	254
EHA01890_bin.32	11645	14664	1592	0	22285	42661	2287	214	2524	6992	4529	55	482	20	13	1817	1012	4	3	4243	14603	4	4	10248	20	2	2393	4662	1846	12	1225	38	20	89	1907	126	6	3884	1773	8	5319	6	71	88	0	32837	24	6639	2940	16173	5	2	10	146498	26533	2060	2	9
EHA01890_bin.33	3389	21057	1413	607	18025	94781	54372	7896	522	53376	122	345	458	168	294	519	40020	8	329	350	940	638	160	24647	495	112	196	518	47754	283	1153	134	369	863	17344	237	1965	10933	609	429	6336	199	1064	88399	704	13075	410	43726	125960	151	318	630	445	155239	479	583	589	534
EHA01890_bin.36	4926	910	4310	4	7951	6213	5815	6423	4817	7693	7839	6372	4133	6032	3062	7124	1454	0	4312	8494	2395	202	2832	14217	477	1238	3337	4911	6392	9706	7042	9515	6349	4736	731	9271	510	2912	4478	3550	6698	1840	799	12027	505	10378	11386	7830	17021	4141	310	301	9241	38558	3937	5528	1154	5606
EHA01890_bin.39	92143	11196	5121	1142	10394	73573	36258	5797	210356	53422	75489	8916	4873	13126	31879	27114	32050	11976	2512	29987	59224	31195	2609	136917	29477	1537	31928	38934	19410	43618	31214	21539	7736	49397	27780	5461	85641	35654	46194	551	30957	1093	90303	25128	639	163848	13929	32271	36252	39569	11286	5760	60980	297250	42423	59841	1338	21022
EHA01890_bin.45	22895	6672	6152	1166	19335	3657	10314	1899	13416	8474	35120	1778	2305	33289	19529	13438	5386	2435	1962	16988	30118	3953	1176	16373	39984	2882	4674	17473	5496	7271	38954	4965	3749	6410	2772	11630	2200	12641	7073	3839	11739	1779	6736	2335	2727	21777	12974	13136	2962	9309	8691	3398	28354	81098	21594	8107	236	2819
EHA01890_bin.54	4268	8780	8373	8247	1515	8491	1009	20	4750	2046	13213	725	10227	124	2581	12237	312	269	1	18064	14916	106	1233	11848	13689	2888	452	40498	14	37	3196	270	6621	9730	231	31	173	10816	4092	16349	7186	7553	4817	221	4941	2126	3173	1424	8420	5744	75	28889	5235	84404	3537	23840	306	26383
EHA01890_bin.55	77629	55922	127076	137606	98896	87007	94267	28860	128728	57293	46741	105663	82296	16341	164455	129043	57071	1358	60436	147948	217154	8549	98717	116073	150815	52365	65321	132165	59792	74226	62787	27736	110158	154657	66469	101213	11834	47761	118326	159350	107808	99997	13616	188962	95055	48942	70730	162499	54321	46758	17042	438467	108008	414895	125090	84153	93128	144562
EHA01890_bin.56	63995	107614	109589	482584	203432	65247	116600	17570	124748	107480	62808	146582	47480	5590	207017	226581	44845	65322	84340	301637	118501	9978	130621	263220	49350	66685	83438	393968	36823	36016	72238	12787	128549	147167	69419	46503	28482	94192	178839	266905	156923	134299	17162	113279	324650	33485	142135	238202	42784	68430	79247	433183	205590	1184925	169215	52976	40588	306014
EHA01890_bin.57	9793	2345	7458	2966	6882	15589	7463	6320	23048	9550	31072	9601	8236	9695	10128	15820	5475	5403	3603	34545	12923	18043	6233	10065	38628	5268	4075	10039	4765	40720	4937	28957	13155	20372	4296	8845	27745	19388	15381	3407	10604	3376	38081	10594	9460	8831	14460	4350	24895	3909	3035	6341	8499	40747	11105	22535	2527	1083
EHA01890_bin.58	1768	4645	1878	3454	1882	2623	2894	589	11435	5551	3035	7793	1727	2588	1704	7227	1947	2813	1337	6627	6666	9413	1806	9149	11807	8006	1999	15369	999	1878	2550	10671	2287	4770	1139	1165	204461	12020	1720	17154	2286	972	6995	1742	6273	1902	4756	3162	3912	3074	2016	12315	3159	53462	6839	1976	472	9373
EHA01890_bin.6	8297	12640	101143	275	38141	573	7352	54188	116161	89596	452	42003	1618	2073	62298	95378	86842	1538	2677	41217	1468	594	935	127184	1023	1257	1105	149617	178650	879	87868	1376	44925	144874	380	6567	1407	14330	6281	247	89561	8356	514	317410	81	16823	101519	8657	3084	24592	80	1666	11958	355645	48069	8312	59	278
EHA01890_bin.7	1826	2577	774	5127	2792	1226	1371	132	1476	1189	524	800	876	4827	219	2664	848	908	96	15284	3204	3200	592	4065	210	969	438	6409	531	3456	1499	25834	1390	2056	720	280	2682	14977	6603	10754	1875	614	1934	479	4113	117	2238	2483	317	26556	5026	21134	846	82482	20846	1245	207	54278
EHA01891_bin.11	1120209	5655	4283	23330	51814	5749	4702	8729	58431	3541	38618	5189	3879	1388	9598	31265	1054	50932	55664	45882	57785	47297	110889	5219	175327	643	5792	9060	5789	1293	1450	75684	57578	10615	1416	21865	6365	7927	6367	8455	34016	5612	21203	6005	7719	28664	8066	15169	3150	2700	1194	128738	17940	11142	6612	9341	1768	7585
EHA01891_bin.13	21116	80236	47381	284078	143914	27171	132221	9170	58171	114929	24216	205999	18018	1907	151003	208444	15254	2280	41909	393578	56105	1981	47339	158255	6427	58015	24056	506911	15155	15076	16576	3960	137045	105809	31989	12273	7846	103002	86999	369617	114756	99242	14577	19007	369114	13060	135338	304227	11626	75834	27759	562425	219767	474164	128689	22961	19639	374181
EHA01891_bin.14	4852	1386	1200	136	8442	12482	14408	1123	24731	13034	8606	15734	13123	37495	11218	16222	5290	5890	3320	25563	0	36807	7316	5997	110	2850	118109	5777	10162	6359	5529	156673	1870	22040	12933	41994	84651	8331	3	13845	10667	2821	3751	266150	1402	8023	10964	18107	4101	8662	46816	291886	33	29142	5911	41090	4350	16057
EHA01891_bin.15	138	972	4947	2	274	1085	11	14	1638	4524	517	610	451	1450	164	7746	458	2	2	416	302	16	2081	1238	1	718	1	37600	1034	1177	2615	1463	2103	150	88	304	47118	21	3	139	975	66	6194	333	32560	543	455	52	273	256	13583	79969	2016	2738	738	426	927	3059
EHA01891_bin.16	10503	39135	7821	87151	63798	14403	63846	3728	25501	88197	20833	84588	64005	12543	33483	49504	11534	11908	1987	82217	39474	11220	8207	79292	30514	24370	42313	134748	2804	22812	16683	64697	41751	67510	7222	57011	21675	57780	37665	132285	42500	54668	14161	14479	40857	14518	57880	52859	35426	44827	57219	315735	62996	334341	50236	53060	2099	139735
EHA01891_bin.1	9829	20289	25206	5904	10410	16119	9065	1461	16603	11783	11347	8150	19408	760	14575	26379	2192	146	305	33534	30954	502	1715	44867	12212	4469	1466	57675	2033	946	9021	790	15873	27249	1754	1241	3286	18634	8993	17732	17769	15173	11913	490	11084	4371	10322	15471	26546	20995	11000	72026	24872	143322	19035	33679	374	27200
EHA01891_bin.21	13648	8940	22340	55269	29001	10440	4315	3867	12380	9463	4128	24626	6452	31486	19089	23443	4399	35240	19912	34535	61190	1358	26653	20311	53296	9168	4953	29025	9763	22817	4332	22484	27905	15045	4437	11904	4209	14166	54874	29960	25648	17741	57883	14340	41458	9020	34774	10106	10452	12148	3840	74196	16555	89156	23037	18437	4996	55679
EHA01891_bin.24	19186	11776	21801	17306	21985	18852	31093	3094	32711	32936	14540	15266	14881	33059	24169	26325	19086	45652	20153	30832	29387	10263	17748	23164	20178	11535	35856	46964	7755	15194	31256	22743	29249	40433	6779	15306	25297	25278	13210	31157	29247	17385	9300	22865	7170	9324	30234	33672	44253	11546	22819	67622	24941	103083	22746	41704	2978	28031
EHA01891_bin.28	12484	13448	33441	45303	34918	12280	24752	24796	32129	19164	7292	41019	14628	8154	77269	32653	13859	142	13326	61921	35326	1139	107436	22133	42192	15465	10334	34750	25400	20990	29761	11728	47845	21419	8906	22803	3473	18318	31328	76786	18557	24060	7424	47298	61101	16662	22619	32644	34164	15734	22578	88509	45435	93335	24535	17504	18371	72995
EHA01891_bin.29	2264	7613	3425	22774	3461	4715	13248	679	5094	21733	4232	12100	6520	10975	8369	8133	3633	3935	1916	13569	22672	3833	2340	15098	4904	9133	10643	35139	4091	8207	3701	21011	12823	17882	1493	4468	1877	20473	7519	34330	8912	6412	2220	4657	20656	1768	7895	14938	16544	6116	8810	66372	10700	61105	19134	9398	1207	39585
EHA01891_bin.33	4332	31886	6477	27681	48830	9055	28616	693	43961	27319	13844	41800	2727	28082	67434	86050	13499	48856	8350	41202	6862	7964	8794	72702	33057	30474	18682	21254	4904	5203	8065	4543	21374	13642	11327	13107	21363	16581	2663	44943	69644	11938	9463	1015	165419	3456	9038	51818	4962	23189	60170	41819	31824	168551	38802	19115	1941	5010
EHA01891_bin.9	3454	7112	5377	17379	15742	21137	4645	798	29599	9700	9812	14164	29482	52803	14552	12377	2100	7083	1028	9580	17205	4592	4075	18755	53833	2267	6453	19824	1422	28919	19640	39488	8464	18053	3159	2336	29716	9752	6153	21775	19137	11428	8001	4541	7482	7537	20672	7844	19424	9308	5447	41316	10217	47558	14822	22607	3290	11155
EHA01892_bin.15	7872	20748	2980	4448	26823	18503	22181	1791	33291	18578	7708	28029	10315	11687	8989	17770	3539	1966	2530	36897	23476	6210	7418	55713	23976	5649	19055	35336	2146	4032	21263	6358	59373	49298	5884	2888	13597	15582	19460	37071	36639	22788	22393	8655	11750	14762	30848	36573	5630	31240	14254	18287	24840	178238	28409	41971	1137	43551
EHA01892_bin.17	2945	40158	383	404082	28610	13418	10174	1362	29131	36602	191341	31157	26320	1720	16979	138068	18479	59498	431	108853	309	57201	26444	29041	12547	93518	25371	32904	2789	7179	30123	720	67766	22568	16079	11364	173956	27569	223	18345	45151	43077	74997	1709	123314	532	86254	104710	1360	54452	9510	20395	17466	191834	39048	5130	3260	53597
EHA01892_bin.19	5756	137	3725	17	33	392	60	22	2155	2619	425	45	1575	190	81	2218	203	15	38	574	1120	1544	814	137	104	1034	123	7564	144	599	497	210	62829	100	227	65	755	90	2232	69	68	4	1374	39096	2046	63	119	91	228	105	1085	458	3729	1970	135	158	97	674
EHA01892_bin.1	494579	4286	3049	5800	57586	4627	2643	7164	56056	1292	39144	1807	2107	1468	4984	30363	952	47311	39726	46187	48576	48870	133754	2075	235852	572	4285	2017	3128	1544	1897	58475	91889	6672	691	16696	4007	5265	3340	2174	38125	9255	13488	7762	2865	23614	7922	11121	3503	466	1252	17622	17116	7240	4970	8212	1654	1906
